Appetite,pEffort,Sex_F,SleepInd,SleepInd(-1),SleepInd(-2),uaI,uaI(-1),uaI(-2),pEffort(-1),pEffort(-2),Appetite(-1),Appetite(-2),FatigInd
6.0,1.0,1,-7.0,-7.0,-6.0,0.0,0.0,1.0,1.0,4.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-7.0,-7.0,-7.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-6.0,-6.0,-6.0,0.0,1.83,2.19,5.0,4.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-6.5,-6.0,-6.0,0.0,1.83,2.44,5.0,5.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-6.0,-6.0,-5.0,0.0,2.11,2.45,6.0,5.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-4.0,-6.0,-5.1,0.0,0.0,0.0,4.0,5.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-7.0,-4.0,-6.0,0.0,0.0,0.0,1.0,4.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-6.0,-6.0,-6.0,0.0,2.64,2.82,4.0,5.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-5.0,-5.5,-6.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-6.5,-5.0,-5.5,2.0,2.0,2.0,2.0,3.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-5.5,-6.5,-5.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-7.0,-5.5,-6.5,2.0,2.0,2.0,2.0,2.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-5.5,-6.0,-5.5,2.0,2.0,2.0,3.0,3.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-6.0,-5.5,-6.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-6.0,-6.0,-6.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-6.0,-6.0,-6.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-5.5,-6.0,-6.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-5.0,-5.5,-5.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-5.5,-5.0,-5.5,2.0,2.0,2.0,2.0,3.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-5.0,-5.5,-6.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-6.0,-5.5,-6.0,0.0,1.0,2.0,2.0,3.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-5.5,-6.0,-5.5,2.0,0.0,1.0,1.0,2.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-5.5,-5.5,-6.0,2.0,2.0,0.0,2.0,1.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-6.0,-5.5,-6.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-6.0,-6.0,-6.0,0.0,2.0,2.0,4.0,2.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-6.0,-6.0,-6.0,2.0,0.0,2.0,1.0,4.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-6.5,-6.0,-6.0,0.0,2.0,0.0,2.0,1.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-6.0,-5.5,-6.5,2.0,2.0,0.0,2.0,1.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-6.0,-5.5,-5.5,2.0,2.0,2.0,3.0,2.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-5.0,-6.0,-5.5,2.0,2.0,2.0,2.0,3.0,6.0,6.0,Low/Minimal
5.0,1.0,0,-6.0,-6.0,-7.0,0.0,1.0,1.94,3.0,6.0,4.0,4.0,Low/Minimal
4.0,3.0,0,-6.0,-6.0,-6.0,1.0,0.0,1.0,1.0,3.0,5.0,4.0,Low/Minimal
3.0,1.0,0,-5.0,-6.0,-6.0,0.0,1.0,0.0,3.0,1.0,4.0,5.0,Low/Minimal
3.0,1.0,0,-5.0,-5.0,-6.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,Low/Minimal
4.0,1.0,0,-6.0,-5.0,-5.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,Low/Minimal
5.0,4.0,0,-5.0,-6.0,-5.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,Low/Minimal
5.0,4.0,0,-5.0,-5.0,-6.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,Low/Minimal
4.0,1.0,0,-6.0,-5.0,-5.0,0.0,1.0,1.0,4.0,4.0,5.0,5.0,Low/Minimal
3.0,1.0,0,-5.0,-6.0,-6.0,0.0,1.41,0.0,5.0,1.0,4.0,4.0,Low/Minimal
5.0,1.0,0,-5.0,-5.0,-6.0,0.0,0.0,1.41,1.0,5.0,3.0,4.0,Low/Minimal
3.0,5.0,0,-5.5,-3.0,-5.0,2.44,1.89,1.54,5.0,5.0,4.0,3.0,Low/Minimal
4.0,3.0,0,-5.0,-4.5,-4.800000000000001,2.0,2.0,2.0,5.0,5.0,4.0,4.0,Low/Minimal
3.0,4.0,0,-5.0,-5.0,-4.5,2.0,2.0,2.0,3.0,5.0,4.0,4.0,Low/Minimal
4.0,3.0,0,-3.5,-5.0,-5.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,Low/Minimal
4.0,5.0,0,-6.0,-3.5,-5.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,Low/Minimal
3.0,4.0,0,-5.5,-6.0,-3.5,2.0,2.0,2.0,5.0,3.0,4.0,4.0,Low/Minimal
4.0,1.0,0,-5.5,-5.0,-5.5,2.0,2.0,2.0,5.0,4.0,4.0,4.0,Low/Minimal
4.0,5.0,0,-5.5,-5.0,-6.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,Low/Minimal
5.0,5.0,0,-4.5,-5.5,-5.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,Low/Minimal
5.0,5.0,0,-5.0,-4.5,-5.5,2.0,2.0,2.0,5.0,5.0,5.0,4.0,Low/Minimal
5.0,4.0,0,-5.0,-5.0,-4.5,2.0,2.0,2.0,5.0,5.0,5.0,5.0,Low/Minimal
5.0,4.0,0,-6.0,-5.0,-5.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,Low/Minimal
4.0,5.0,0,-6.0,-6.0,-5.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,Low/Minimal
5.0,5.0,0,-5.5,-6.0,-6.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,Low/Minimal
4.0,5.0,0,-6.0,-6.0,-5.5,2.0,2.0,2.0,5.0,5.0,4.0,5.0,Low/Minimal
4.0,3.0,0,-5.0,-6.0,-6.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,Low/Minimal
3.0,3.0,0,-5.0,-5.0,-6.0,1.0,2.0,2.0,3.0,5.0,4.0,4.0,Low/Minimal
5.0,5.0,0,-4.0,-5.0,-5.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,Low/Minimal
4.0,4.0,0,-4.5,-5.0,-4.0,2.0,2.0,2.0,6.0,5.0,3.0,5.0,Low/Minimal
3.0,4.0,0,-5.5,-4.5,-5.0,2.0,2.0,2.0,4.0,6.0,4.0,3.0,Low/Minimal
4.0,4.0,0,-5.5,-5.5,-4.5,2.0,2.0,2.0,4.0,4.0,3.0,4.0,Low/Minimal
3.0,4.0,0,-4.5,-5.5,-5.5,1.0,2.0,2.0,4.0,4.0,4.0,3.0,Low/Minimal
3.0,4.0,0,-4.5,-5.5,-4.5,2.0,0.0,1.0,2.0,4.0,3.0,3.0,Low/Minimal
4.0,5.0,0,-5.0,-4.5,-5.5,2.0,2.0,0.0,4.0,2.0,3.0,3.0,Low/Minimal
2.0,4.0,0,-5.0,-5.0,-4.5,2.0,2.0,2.0,5.0,4.0,4.0,3.0,Low/Minimal
3.0,5.0,0,-4.0,-4.0,-5.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,Low/Minimal
4.0,1.0,0,-5.0,-4.0,-4.0,0.0,2.0,2.0,5.0,5.0,3.0,4.0,Low/Minimal
4.0,3.0,0,-5.5,-5.0,-4.0,1.0,0.0,2.0,1.0,5.0,4.0,3.0,Low/Minimal
3.0,6.0,0,-4.5,-5.0,-4.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,Low/Minimal
3.0,4.0,0,-4.0,-4.5,-4.5,2.0,2.0,2.0,4.0,5.0,3.0,4.0,Low/Minimal
3.0,4.0,0,-4.0,-4.0,-4.5,1.0,2.0,2.0,4.0,4.0,3.0,3.0,Low/Minimal
3.0,4.0,0,-4.5,-4.0,-4.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,Low/Minimal
4.0,4.0,0,-4.5,-4.5,-4.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,Low/Minimal
3.0,4.0,0,-5.0,-4.0,-4.0,2.0,2.0,2.0,5.0,4.0,3.0,4.0,Low/Minimal
4.0,5.0,0,-5.0,-5.0,-4.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,Low/Minimal
3.0,1.0,0,-3.5,-5.0,-5.0,0.0,2.0,2.0,5.0,4.0,4.0,3.0,Low/Minimal
3.0,5.0,0,-5.0,-3.5,-5.0,2.0,0.0,2.0,1.0,5.0,3.0,4.0,Low/Minimal
3.0,5.0,0,-5.0,-5.0,-3.5,2.0,2.0,0.0,5.0,1.0,3.0,3.0,Low/Minimal
3.0,5.0,0,-4.5,-5.5,-5.0,2.0,2.0,2.0,6.0,5.0,3.0,3.0,Low/Minimal
4.0,4.0,0,-3.0,-4.5,-5.5,2.0,2.0,2.0,5.0,6.0,3.0,3.0,Low/Minimal
4.0,5.0,0,-3.7,-3.0,-4.5,2.0,2.0,2.0,4.0,5.0,4.0,3.0,Low/Minimal
3.0,6.0,0,-5.0,-7.0,-3.0,1.5,1.6,1.9,5.0,5.0,3.0,5.0,Low/Minimal
3.0,1.0,0,-7.5,-5.0,-7.0,0.0,1.5,1.6,6.0,5.0,3.0,3.0,Low/Minimal
4.0,6.0,0,-5.0,-4.0,-7.5,1.9,1.6,0.0,5.0,1.0,3.0,3.0,Low/Minimal
4.0,6.0,0,-5.0,-5.0,-4.0,2.83,1.9,1.6,6.0,5.0,4.0,3.0,Low/Minimal
3.0,1.0,0,-6.0,-6.0,-5.0,0.0,1.53,2.83,5.0,6.0,3.0,4.0,Low/Minimal
5.0,1.0,0,-7.0,-6.0,-6.0,0.0,0.0,1.53,1.0,5.0,3.0,3.0,Low/Minimal
5.0,1.0,0,-7.0,-7.0,-6.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,Low/Minimal
3.0,4.0,0,-5.0,-7.0,-7.0,1.4,0.0,0.0,1.0,1.0,5.0,5.0,Low/Minimal
4.0,2.0,0,-6.0,-6.0,-5.0,2.79,2.33,1.4,5.0,4.0,3.0,3.0,Low/Minimal
4.0,2.0,0,-6.0,-6.0,-6.0,2.0,2.79,2.33,2.0,5.0,4.0,3.0,Low/Minimal
4.0,2.0,0,-5.0,-6.0,-6.0,2.91,2.0,2.79,2.0,2.0,4.0,4.0,Low/Minimal
4.0,2.0,0,-6.0,-5.0,-6.0,3.67,2.91,2.0,2.0,2.0,4.0,4.0,Low/Minimal
4.0,2.0,0,-6.0,-6.0,-5.0,3.06,3.67,2.91,2.0,2.0,4.0,4.0,Low/Minimal
4.0,3.0,0,-6.0,-6.0,-6.0,2.35,3.06,3.67,2.0,2.0,4.0,4.0,Low/Minimal
3.0,6.0,0,-7.0,-6.0,-6.0,2.2,2.35,3.06,3.0,2.0,4.0,4.0,Low/Minimal
4.0,6.0,0,-5.0,-7.0,-6.0,1.87,2.2,2.35,6.0,3.0,3.0,4.0,Low/Minimal
3.0,6.0,0,-7.0,-5.0,-7.0,1.94,1.87,2.2,6.0,6.0,4.0,3.0,Low/Minimal
4.0,5.0,0,-5.0,-7.0,-5.0,1.94,1.94,1.87,6.0,6.0,3.0,4.0,Low/Minimal
3.0,1.0,0,-6.0,-5.0,-7.0,0.0,1.94,1.94,5.0,6.0,4.0,3.0,Low/Minimal
3.0,1.0,0,-7.0,-6.0,-5.0,0.0,0.0,1.94,1.0,5.0,3.0,4.0,Low/Minimal
3.0,3.0,0,-6.0,-7.0,-6.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,Low/Minimal
4.0,1.0,0,-6.0,-6.0,-7.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,Low/Minimal
3.0,1.0,0,-6.0,-6.0,-6.0,0.0,0.0,1.0,1.0,3.0,4.0,3.0,Low/Minimal
3.0,1.0,0,-6.0,-6.0,-6.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,Low/Minimal
4.0,3.0,0,-6.0,-6.0,-6.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,Low/Minimal
4.0,1.0,0,-6.0,-6.0,-6.0,0.0,1.0,0.0,3.0,1.0,4.0,3.0,Low/Minimal
3.0,1.0,0,-6.0,-6.0,-6.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,Low/Minimal
3.0,7.0,0,-6.0,-6.0,-6.0,1.41,0.0,0.0,1.0,1.0,3.0,4.0,Low/Minimal
3.0,1.0,0,-7.5,-6.0,-6.0,0.0,1.41,0.0,7.0,1.0,3.0,3.0,Low/Minimal
3.0,1.0,0,-6.0,-7.5,-6.0,0.0,0.0,1.41,1.0,7.0,3.0,3.0,Low/Minimal
4.0,7.0,0,-8.0,-6.0,-7.5,1.41,0.0,0.0,1.0,1.0,3.0,3.0,Low/Minimal
4.0,2.0,0,-5.0,-8.0,-8.0,1.16,1.56,1.41,5.0,7.0,3.0,4.0,Low/Minimal
4.0,1.0,0,-7.0,-5.0,-8.0,0.0,1.16,1.56,2.0,5.0,4.0,3.0,Low/Minimal
4.0,4.0,0,-5.0,-7.0,-5.0,1.54,0.0,1.16,1.0,2.0,4.0,4.0,Low/Minimal
4.0,4.0,0,-5.0,-5.0,-7.0,1.89,1.54,0.0,4.0,1.0,4.0,4.0,Low/Minimal
3.0,7.0,0,-5.0,-4.0,-6.0,2.19,1.89,2.44,7.0,7.0,4.0,3.0,Low/Minimal
4.0,7.0,0,-6.0,-5.0,-4.0,1.89,2.19,1.89,7.0,7.0,3.0,4.0,Low/Minimal
4.0,1.0,0,-8.0,-6.0,-5.0,0.0,1.89,2.19,7.0,7.0,4.0,3.0,Low/Minimal
4.0,6.0,0,-4.0,-4.0,-4.0,2.05,2.36,2.33,7.0,7.0,3.0,4.0,Low/Minimal
6.0,1.0,0,-8.0,-4.0,-6.0,0.0,0.0,2.08,1.0,7.0,6.0,4.0,Low/Minimal
5.0,1.0,0,-7.0,-8.0,-4.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,Low/Minimal
5.0,1.0,0,-7.0,-7.0,-8.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,Low/Minimal
6.0,2.0,0,-6.0,-7.0,-7.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,Low/Minimal
6.0,1.0,0,-7.0,-6.0,-7.0,0.0,1.0,0.0,2.0,1.0,6.0,5.0,Low/Minimal
5.0,2.0,0,-4.5,-7.0,-6.0,1.0,0.0,1.0,1.0,2.0,6.0,6.0,Low/Minimal
6.0,5.0,0,-5.0,-2.5,-5.5,2.85,2.23,2.0,6.0,6.0,6.0,6.0,Low/Minimal
6.0,3.0,0,-4.0,-5.0,-2.5,2.64,2.85,2.23,5.0,6.0,6.0,6.0,Low/Minimal
5.0,1.0,1,-10.0,-4.0,-4.5,0.0,1.5,1.6,2.0,2.0,4.0,6.0,Low/Minimal
5.0,1.0,1,-7.0,-3.0,-3.0,0.0,3.67,2.91,2.0,4.0,5.0,5.0,Low/Minimal
4.0,3.0,1,-6.0,-4.0,-7.0,1.0,0.0,1.0,1.0,3.0,5.0,5.0,Low/Minimal
5.0,1.0,1,-5.0,-6.0,-4.0,0.0,1.0,0.0,3.0,1.0,4.0,5.0,Low/Minimal
5.0,1.0,1,-5.0,-5.0,-6.0,0.0,0.0,1.0,1.0,3.0,5.0,4.0,Low/Minimal
6.0,1.0,1,-5.0,-6.0,-6.0,0.0,1.16,1.56,3.0,4.0,5.0,5.0,Low/Minimal
6.0,1.0,1,-6.0,-6.0,-6.0,0.0,1.89,2.19,5.0,4.0,5.0,5.0,Low/Minimal
6.0,1.0,1,-10.5,-5.0,-5.0,0.0,1.89,2.44,5.0,5.0,6.0,5.0,Low/Minimal
5.0,1.0,1,-8.0,-6.0,-5.5,0.0,2.31,2.45,5.0,5.0,5.0,5.0,Low/Minimal
5.0,1.0,1,-7.0,-5.0,-5.1,0.0,2.64,2.82,5.0,5.0,5.0,5.0,Low/Minimal
5.0,1.0,1,-9.8,-4.800000000000001,-5.5,1.0,2.0,2.0,3.0,3.0,5.0,5.0,Low/Minimal
6.0,1.0,1,-7.0,-7.0,-4.0,0.0,0.0,2.0,1.0,1.0,6.0,5.0,Low/Minimal
6.0,1.0,1,-7.0,-7.0,-7.0,0.0,2.0,2.0,3.0,4.0,6.0,6.0,Low/Minimal
5.0,1.0,1,-6.5,-6.5,-7.0,0.0,1.0,2.0,3.0,3.0,5.0,5.0,Low/Minimal
6.0,1.0,1,-6.0,-6.0,-5.0,0.0,2.0,2.0,4.0,4.0,5.0,5.0,Low/Minimal
6.0,5.0,0,-4.5,-5.0,-6.0,1.42,1.93,0.0,5.0,1.0,6.0,6.0,Low/Minimal
7.0,1.0,0,-4.0,-5.0,-5.0,1.69,2.28,2.15,7.0,7.0,6.0,6.0,Low/Minimal
6.0,1.0,0,-2.0,0.0,-3.0,1.33,2.58,2.32,1.0,1.0,6.0,6.0,Low/Minimal
6.0,6.0,0,-6.0,-2.0,0.0,2.07,1.33,2.58,1.0,1.0,6.0,6.0,Low/Minimal
5.0,1.0,0,-4.0,-3.3,-5.0,0.0,2.4,2.53,8.0,8.0,6.0,6.0,Low/Minimal
6.0,5.0,0,-5.0,-4.5,-5.0,2.0,2.0,2.0,4.0,2.0,6.0,6.0,Low/Minimal
5.0,1.0,1,-6.0,-5.0,-4.0,0.0,1.86,2.07,6.0,7.0,5.0,5.0,Low/Minimal
6.0,6.0,1,-4.0,-5.0,-4.0,2.92,3.29,3.29,8.0,6.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-5.0,-5.0,-4.0,1.0,1.0,1.94,1.0,6.0,6.0,6.0,Low/Minimal
6.0,4.0,1,-5.0,-5.0,-5.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-6.0,-6.0,-5.0,0.0,0.0,1.0,1.0,4.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-6.0,-6.0,-4.0,1.0,1.0,1.0,5.0,4.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-6.0,-5.0,-5.0,0.0,1.83,2.19,5.0,5.0,6.0,6.0,Low/Minimal
6.0,5.0,1,-8.0,-5.0,-5.0,0.0,1.83,2.44,6.0,7.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-3.0,-5.0,-8.0,0.0,2.02,0.0,6.0,5.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-4.0,-3.0,-5.0,0.0,0.0,2.02,1.0,6.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-4.0,-4.0,-3.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-6.0,-5.0,-5.0,2.0,2.0,2.0,5.0,6.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-7.0,-8.0,-6.0,0.0,2.0,2.0,3.0,5.0,6.0,6.0,Low/Minimal
4.0,5.0,0,-5.0,-5.0,-4.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,Low/Minimal
6.0,1.0,1,-5.0,-5.0,-4.0,1.0,1.0,1.94,1.0,6.0,6.0,6.0,Low/Minimal
2.0,4.0,0,-5.0,-5.0,-4.5,2.0,2.0,2.0,5.0,4.0,4.0,3.0,Low/Minimal
5.0,7.0,1,-5.0,-4.0,-6.0,2.0,2.0,2.0,7.0,6.0,6.0,6.0,Low/Minimal
3.0,5.0,0,-4.5,-5.5,-5.0,2.0,2.0,2.0,6.0,5.0,3.0,3.0,Low/Minimal
4.0,3.0,0,-3.5,-5.0,-5.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,Low/Minimal
6.0,1.0,1,-6.0,-5.0,-5.0,2.0,2.0,2.0,5.0,6.0,6.0,6.0,Low/Minimal
6.0,6.0,1,-5.0,-6.0,-5.0,2.0,1.0,2.0,1.0,7.0,8.0,6.0,Low/Minimal
4.0,5.0,0,-5.0,-5.0,-4.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,Low/Minimal
4.0,2.0,0,-6.0,-6.0,-5.0,3.06,3.67,2.91,2.0,2.0,4.0,4.0,Low/Minimal
4.0,1.0,0,-5.5,-5.0,-5.5,2.0,2.0,2.0,5.0,4.0,4.0,4.0,Low/Minimal
3.0,4.0,0,-5.5,-4.5,-5.0,2.0,2.0,2.0,4.0,6.0,4.0,3.0,Low/Minimal
3.0,4.0,0,-5.0,-7.0,-7.0,1.4,0.0,0.0,1.0,1.0,5.0,5.0,Low/Minimal
3.0,4.0,0,-4.5,-4.0,-4.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,Low/Minimal
3.0,1.0,0,-3.5,-5.0,-5.0,0.0,2.0,2.0,5.0,4.0,4.0,3.0,Low/Minimal
6.0,2.0,0,-6.0,-7.0,-7.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,Low/Minimal
4.0,1.0,0,-6.0,-6.0,-7.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,Low/Minimal
5.0,1.0,0,-7.0,-8.0,-4.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,Low/Minimal
6.0,1.0,1,-6.0,-6.0,-6.0,0.0,2.0,2.0,4.0,2.0,6.0,6.0,Low/Minimal
6.0,2.0,1,-4.5,-5.5,-5.0,2.33,1.87,2.85,4.0,7.0,6.0,6.0,Low/Minimal
3.0,4.0,0,-5.5,-4.5,-5.0,2.0,2.0,2.0,4.0,6.0,4.0,3.0,Low/Minimal
5.0,1.0,1,-7.0,-3.0,-3.0,0.0,3.67,2.91,2.0,4.0,5.0,5.0,Low/Minimal
6.0,2.0,1,-6.5,-5.0,-5.5,2.0,2.0,2.0,2.0,3.0,6.0,6.0,Low/Minimal
3.0,3.0,0,-6.0,-7.0,-6.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,Low/Minimal
6.0,1.0,1,-4.0,-4.0,-3.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,Low/Minimal
